wavenumer,ExptAbs,fitAbs,1_Anchor,2_PrimaryAmide(NH2),4_Core_Beta,5_PPII_Coil,6_Beta_Turn,7_PrimaryAmide(C=O),8_High_Beta
1593.0,0.006347142857142857,0.006315439987200531,0.004518887232236709,1.122576503678038e-09,0.0017831760645429053,1.3375567844412127e-05,4.7913315644821963e-20,5.517794000092711e-67,9.53628179702093e-118
1592.0,0.0054742857142857145,0.005485475465343796,0.0040726564174770686,5.039239307268784e-10,0.0014029339864885786,9.884557454218508e-06,1.681177077773719e-20,1.5986202499915466e-68,4.290244589372377e-120
1591.0,0.004701428571428572,0.004721242864631995,0.0036199581115538425,2.207043593420849e-10,0.0010940247023092716,7.25983006452107e-06,5.817684925113533e-21,4.441625174418853e-70,1.8260095262458477e-122
1590.0,0.004128571428571429,0.004024180429354912,0.0031732831063428506,9.43091288574756e-11,0.0008455979116550122,5.299317047921275e-06,1.9854842054908044e-21,1.1834645968980611e-71,7.352618554996364e-125
1589.0,0.003455714285714286,0.0033950825730330496,0.0027434281894429045,3.9318183795230203e-11,0.0006478098645462454,3.844479725715965e-06,6.682857163805447e-22,3.024025186279191e-73,2.800909284623481e-127
1588.0,0.0028828571428571436,0.0028338223142141926,0.0023391489461216967,1.5993004413534165e-11,0.0004919014398992285,2.7719122002630853e-06,2.2183875723972347e-22,7.41024054591392e-75,1.0094250100691127e-129
1587.0,0.0023099999999999996,0.0023391903559475294,0.001966987766418948,6.346927816188572e-12,0.00037021627977079776,1.9863034108558224e-06,7.262600764070614e-23,1.741389721127829e-76,3.441653061806424e-132
1586.0,0.0019371428571428578,0.0019088533149043858,0.0016312665985228568,2.45750242177792e-12,0.00027617210650927496,1.4146074147515016e-06,2.3449113080694663e-23,3.9244284545378107e-78,1.1101409610475767e-134
1585.0,0.0014642857142857148,0.001539419913933472,0.0013342208749010757,9.283703107009912e-13,0.0002041977697381238,1.0012683659022965e-06,7.466897222054187e-24,8.481518699943955e-80,3.387717408584127e-137
1584.0,0.0010914285714285713,0.0012265939217661823,0.001076242210794715,3.4217275413117597e-13,0.0001496473593888523,7.043512404422438e-07,2.3449491454350687e-24,1.757873424795344e-81,9.780346354684387e-140
1583.0,0.0007185714285714295,0.0009653868332084164,0.0008561932782125927,1.2304571690896858e-13,0.00010870111603725102,4.924388355269685e-07,7.262835143849882e-25,3.4939633564104916e-83,2.6712793336155024e-142
1582.0,0.0004457142857142854,0.0007503616521861003,0.0006717584052998272,4.31702406792318e-14,7.826107873311846e-05,3.4216810998441536e-07,2.218494961485804e-25,6.659871656845711e-85,6.902435927213864e-145
1581.0,0.000172857142857143,0.0005758810617698929,0.0005197971656171003,1.4777444339892656e-14,5.584760306545917e-05,2.3629307255596517e-07,6.683288511173196e-26,1.2173911564445706e-86,1.6873433878313862e-147
1580.0,0.0,0.00043633779239800764,0.00039667443098550506,4.935271940827945e-15,3.95011853750808e-05,1.6217603248649255e-07,1.9856443990043148e-26,2.1340824477941298e-88,3.9023172558604665e-150
