wavenumber,Absorbance
2607.00,0.0060
2606.00,0.0060
2605.00,0.0060
2604.00,0.0060
2603.00,0.0060
2602.00,0.0060
2601.00,0.0060
2600.00,0.0060
2599.00,0.0060
2598.00,0.0060
2597.00,0.0060
2596.00,0.0060
2595.00,0.0060
2594.00,0.0060
2593.00,0.0060
2592.00,0.0060
2591.00,0.0060
2590.00,0.0060
2589.00,0.0060
2588.00,0.0060
2587.00,0.0060
2586.00,0.0060
2585.00,0.0060
2584.00,0.0060
2583.00,0.0060
2582.00,0.0060
2581.00,0.0060
2580.00,0.0060
2579.00,0.0060
2578.00,0.0061
2577.00,0.0061
2576.00,0.0061
2575.00,0.0061
2574.00,0.0061
2573.00,0.0061
2572.00,0.0061
2571.00,0.0061
2570.00,0.0061
2569.00,0.0061
2568.00,0.0061
2567.00,0.0061
2566.00,0.0061
2565.00,0.0061
2564.00,0.0061
2563.00,0.0061
2562.00,0.0061
2561.00,0.0061
2560.00,0.0060
2559.00,0.0060
2558.00,0.0060
2557.00,0.0060
2556.00,0.0060
2555.00,0.0060
2554.00,0.0060
2553.00,0.0060
2552.00,0.0060
2551.00,0.0060
2550.00,0.0059
2549.00,0.0059
2548.00,0.0059
2547.00,0.0059
2546.00,0.0059
2545.00,0.0059
2544.00,0.0059
2543.00,0.0059
2542.00,0.0059
2541.00,0.0059
2540.00,0.0059
2539.00,0.0059
2538.00,0.0059
2537.00,0.0059
2536.00,0.0059
2535.00,0.0059
2534.00,0.0059
2533.00,0.0059
2532.00,0.0059
2531.00,0.0059
2530.00,0.0059
2529.00,0.0059
2528.00,0.0059
2527.00,0.0059
2526.00,0.0059
2525.00,0.0059
2524.00,0.0059
2523.00,0.0059
2522.00,0.0058
2521.00,0.0058
2520.00,0.0058
2519.00,0.0058
2518.00,0.0058
2517.00,0.0058
2516.00,0.0058
2515.00,0.0058
2514.00,0.0058
2513.00,0.0058
2512.00,0.0058
2511.00,0.0058
2510.00,0.0058
2509.00,0.0058
2508.00,0.0058
2507.00,0.0058
2506.00,0.0058
2505.00,0.0058
2504.00,0.0058
2503.00,0.0058
2502.00,0.0058
2501.00,0.0058
2500.00,0.0058
2499.00,0.0057
2498.00,0.0057
2497.00,0.0057
2496.00,0.0057
2495.00,0.0057
2494.00,0.0057
2493.00,0.0057
2492.00,0.0057
2491.00,0.0058
2490.00,0.0058
2489.00,0.0057
2488.00,0.0057
2487.00,0.0057
2486.00,0.0057
2485.00,0.0057
2484.00,0.0057
2483.00,0.0057
2482.00,0.0057
2481.00,0.0057
2480.00,0.0057
2479.00,0.0057
2478.00,0.0057
2477.00,0.0057
2476.00,0.0057
2475.00,0.0057
2474.00,0.0057
2473.00,0.0057
2472.00,0.0056
2471.00,0.0056
2470.00,0.0056
2469.00,0.0057
2468.00,0.0057
2467.00,0.0057
2466.00,0.0057
2465.00,0.0057
2464.00,0.0057
2463.00,0.0057
2462.00,0.0057
2461.00,0.0057
2460.00,0.0057
2459.00,0.0056
2458.00,0.0056
2457.00,0.0056
2456.00,0.0056
2455.00,0.0056
2454.00,0.0056
2453.00,0.0056
2452.00,0.0056
2451.00,0.0056
2450.00,0.0056
2449.00,0.0056
2448.00,0.0056
2447.00,0.0056
2446.00,0.0056
2445.00,0.0056
2444.00,0.0056
2443.00,0.0056
2442.00,0.0056
2441.00,0.0056
2440.00,0.0056
2439.00,0.0056
2438.00,0.0056
2437.00,0.0056
2436.00,0.0056
2435.00,0.0056
2434.00,0.0055
2433.00,0.0055
2432.00,0.0055
2431.00,0.0056
2430.00,0.0056
2429.00,0.0056
2428.00,0.0056
2427.00,0.0056
2426.00,0.0056
2425.00,0.0056
2424.00,0.0056
2423.00,0.0056
2422.00,0.0056
2421.00,0.0056
2420.00,0.0056
2419.00,0.0056
2418.00,0.0056
2417.00,0.0055
2416.00,0.0056
2415.00,0.0056
2414.00,0.0056
2413.00,0.0055
2412.00,0.0055
2411.00,0.0055
2410.00,0.0055
2409.00,0.0055
2408.00,0.0055
2407.00,0.0055
2406.00,0.0055
2405.00,0.0055
2404.00,0.0055
2403.00,0.0055
2402.00,0.0055
2401.00,0.0055
2400.00,0.0055
2399.00,0.0055
2398.00,0.0055
2397.00,0.0055
2396.00,0.0055
2395.00,0.0055
2394.00,0.0055
2393.00,0.0055
2392.00,0.0055
2391.00,0.0055
2390.00,0.0055
2389.00,0.0055
2388.00,0.0055
2387.00,0.0055
2386.00,0.0055
2385.00,0.0055
2384.00,0.0055
2383.00,0.0055
2382.00,0.0055
2381.00,0.0054
2380.00,0.0054
2379.00,0.0054
2378.00,0.0054
2377.00,0.0055
2376.00,0.0056
2375.00,0.0057
2374.00,0.0058
2373.00,0.0058
2372.00,0.0057
2371.00,0.0056
2370.00,0.0055
2369.00,0.0054
2368.00,0.0054
2367.00,0.0054
2366.00,0.0055
2365.00,0.0055
2364.00,0.0056
2363.00,0.0057
2362.00,0.0057
2361.00,0.0058
2360.00,0.0058
2359.00,0.0059
2358.00,0.0058
2357.00,0.0058
2356.00,0.0058
2355.00,0.0058
2354.00,0.0059
2353.00,0.0059
2352.00,0.0058
2351.00,0.0056
2350.00,0.0056
2349.00,0.0057
2348.00,0.0059
2347.00,0.0060
2346.00,0.0060
2345.00,0.0058
2344.00,0.0058
2343.00,0.0058
2342.00,0.0059
2341.00,0.0059
2340.00,0.0058
2339.00,0.0058
2338.00,0.0058
2337.00,0.0058
2336.00,0.0058
2335.00,0.0057
2334.00,0.0057
2333.00,0.0056
2332.00,0.0055
2331.00,0.0054
2330.00,0.0054
2329.00,0.0055
2328.00,0.0056
2327.00,0.0057
2326.00,0.0058
2325.00,0.0057
2324.00,0.0057
2323.00,0.0056
2322.00,0.0056
2321.00,0.0057
2320.00,0.0058
2319.00,0.0059
2318.00,0.0061
2317.00,0.0061
2316.00,0.0061
2315.00,0.0061
2314.00,0.0060
2313.00,0.0059
2312.00,0.0058
2311.00,0.0058
2310.00,0.0057
2309.00,0.0057
2308.00,0.0056
2307.00,0.0056
2306.00,0.0055
2305.00,0.0055
2304.00,0.0055
2303.00,0.0054
2302.00,0.0055
2301.00,0.0055
2300.00,0.0055
2299.00,0.0055
2298.00,0.0055
2297.00,0.0055
2296.00,0.0055
2295.00,0.0055
2294.00,0.0054
2293.00,0.0054
2292.00,0.0054
2291.00,0.0054
2290.00,0.0054
2289.00,0.0054
2288.00,0.0054
2287.00,0.0054
2286.00,0.0054
2285.00,0.0053
2284.00,0.0053
2283.00,0.0053
2282.00,0.0053
2281.00,0.0053
2280.00,0.0053
2279.00,0.0053
2278.00,0.0053
2277.00,0.0052
2276.00,0.0052
2275.00,0.0052
2274.00,0.0052
2273.00,0.0052
2272.00,0.0052
2271.00,0.0052
2270.00,0.0052
2269.00,0.0052
2268.00,0.0053
2267.00,0.0053
2266.00,0.0052
2265.00,0.0052
2264.00,0.0052
2263.00,0.0052
2262.00,0.0053
2261.00,0.0053
2260.00,0.0053
2259.00,0.0053
2258.00,0.0053
2257.00,0.0052
2256.00,0.0052
2255.00,0.0052
2254.00,0.0052
2253.00,0.0051
2252.00,0.0051
2251.00,0.0051
2250.00,0.0051
2249.00,0.0051
2248.00,0.0052
2247.00,0.0052
2246.00,0.0052
2245.00,0.0051
2244.00,0.0051
2243.00,0.0051
2242.00,0.0051
2241.00,0.0051
2240.00,0.0051
2239.00,0.0051
2238.00,0.0051
2237.00,0.0051
2236.00,0.0051
2235.00,0.0051
2234.00,0.0051
2233.00,0.0051
2232.00,0.0051
2231.00,0.0051
2230.00,0.0051
2229.00,0.0051
2228.00,0.0051
2227.00,0.0051
2226.00,0.0051
2225.00,0.0051
2224.00,0.0051
2223.00,0.0051
2222.00,0.0051
2221.00,0.0051
2220.00,0.0051
2219.00,0.0051
2218.00,0.0051
2217.00,0.0051
2216.00,0.0051
2215.00,0.0051
2214.00,0.0050
2213.00,0.0049
2212.00,0.0049
2211.00,0.0049
2210.00,0.0049
2209.00,0.0049
2208.00,0.0050
2207.00,0.0049
2206.00,0.0049
2205.00,0.0049
2204.00,0.0050
2203.00,0.0050
2202.00,0.0050
2201.00,0.0049
2200.00,0.0049
2199.00,0.0049
2198.00,0.0049
2197.00,0.0049
2196.00,0.0050
2195.00,0.0050
2194.00,0.0050
2193.00,0.0049
2192.00,0.0049
2191.00,0.0049
2190.00,0.0049
2189.00,0.0049
2188.00,0.0049
2187.00,0.0049
2186.00,0.0049
2185.00,0.0049
2184.00,0.0049
2183.00,0.0050
2182.00,0.0050
2181.00,0.0050
2180.00,0.0049
2179.00,0.0049
2178.00,0.0048
2177.00,0.0048
2176.00,0.0049
2175.00,0.0050
2174.00,0.0049
2173.00,0.0049
2172.00,0.0049
2171.00,0.0049
2170.00,0.0050
2169.00,0.0050
2168.00,0.0050
2167.00,0.0049
2166.00,0.0049
2165.00,0.0048
2164.00,0.0048
2163.00,0.0048
2162.00,0.0048
2161.00,0.0048
2160.00,0.0047
2159.00,0.0047
2158.00,0.0046
2157.00,0.0046
2156.00,0.0047
2155.00,0.0048
2154.00,0.0048
2153.00,0.0047
2152.00,0.0046
2151.00,0.0046
2150.00,0.0046
2149.00,0.0046
2148.00,0.0047
2147.00,0.0047
2146.00,0.0047
2145.00,0.0047
2144.00,0.0046
2143.00,0.0045
2142.00,0.0045
2141.00,0.0045
2140.00,0.0046
2139.00,0.0046
2138.00,0.0046
2137.00,0.0046
2136.00,0.0046
2135.00,0.0046
2134.00,0.0046
2133.00,0.0047
2132.00,0.0048
2131.00,0.0048
2130.00,0.0048
2129.00,0.0048
2128.00,0.0048
2127.00,0.0047
2126.00,0.0047
2125.00,0.0047
2124.00,0.0047
2123.00,0.0047
2122.00,0.0048
2121.00,0.0048
2120.00,0.0048
2119.00,0.0048
2118.00,0.0048
2117.00,0.0048
2116.00,0.0047
2115.00,0.0047
2114.00,0.0047
2113.00,0.0047
2112.00,0.0047
2111.00,0.0048
2110.00,0.0048
2109.00,0.0048
2108.00,0.0048
2107.00,0.0048
2106.00,0.0047
2105.00,0.0047
2104.00,0.0048
2103.00,0.0048
2102.00,0.0048
2101.00,0.0047
2100.00,0.0047
2099.00,0.0047
2098.00,0.0047
2097.00,0.0047
2096.00,0.0047
2095.00,0.0047
2094.00,0.0046
2093.00,0.0046
2092.00,0.0046
2091.00,0.0046
2090.00,0.0046
2089.00,0.0046
2088.00,0.0046
2087.00,0.0046
2086.00,0.0046
2085.00,0.0046
2084.00,0.0046
2083.00,0.0046
2082.00,0.0046
2081.00,0.0046
2080.00,0.0046
2079.00,0.0046
2078.00,0.0046
2077.00,0.0046
2076.00,0.0046
2075.00,0.0046
2074.00,0.0046
2073.00,0.0046
2072.00,0.0046
2071.00,0.0045
2070.00,0.0045
2069.00,0.0045
2068.00,0.0045
2067.00,0.0045
2066.00,0.0045
2065.00,0.0045
2064.00,0.0045
2063.00,0.0045
2062.00,0.0046
2061.00,0.0046
2060.00,0.0046
2059.00,0.0046
2058.00,0.0046
2057.00,0.0045
2056.00,0.0045
2055.00,0.0045
2054.00,0.0045
2053.00,0.0045
2052.00,0.0046
2051.00,0.0047
2050.00,0.0048
2049.00,0.0047
2048.00,0.0047
2047.00,0.0047
2046.00,0.0047
2045.00,0.0046
2044.00,0.0046
2043.00,0.0045
2042.00,0.0044
2041.00,0.0044
2040.00,0.0044
2039.00,0.0046
2038.00,0.0046
2037.00,0.0047
2036.00,0.0046
2035.00,0.0046
2034.00,0.0045
2033.00,0.0045
2032.00,0.0045
2031.00,0.0045
2030.00,0.0045
2029.00,0.0044
2028.00,0.0044
2027.00,0.0044
2026.00,0.0045
2025.00,0.0046
2024.00,0.0046
2023.00,0.0045
2022.00,0.0044
2021.00,0.0044
2020.00,0.0044
2019.00,0.0045
2018.00,0.0046
2017.00,0.0046
2016.00,0.0046
2015.00,0.0046
2014.00,0.0045
2013.00,0.0044
2012.00,0.0042
2011.00,0.0042
2010.00,0.0042
2009.00,0.0042
2008.00,0.0043
2007.00,0.0043
2006.00,0.0043
2005.00,0.0043
2004.00,0.0043
2003.00,0.0043
2002.00,0.0043
2001.00,0.0044
2000.00,0.0044
1999.00,0.0044
1998.00,0.0043
1997.00,0.0043
1996.00,0.0043
1995.00,0.0042
1994.00,0.0041
1993.00,0.0040
1992.00,0.0040
1991.00,0.0041
1990.00,0.0042
1989.00,0.0043
1988.00,0.0043
1987.00,0.0043
1986.00,0.0042
1985.00,0.0041
1984.00,0.0041
1983.00,0.0042
1982.00,0.0042
1981.00,0.0041
1980.00,0.0041
1979.00,0.0041
1978.00,0.0041
1977.00,0.0041
1976.00,0.0040
1975.00,0.0040
1974.00,0.0040
1973.00,0.0039
1972.00,0.0039
1971.00,0.0039
1970.00,0.0040
1969.00,0.0040
1968.00,0.0041
1967.00,0.0041
1966.00,0.0041
1965.00,0.0041
1964.00,0.0041
1963.00,0.0042
1962.00,0.0042
1961.00,0.0042
1960.00,0.0042
1959.00,0.0042
1958.00,0.0042
1957.00,0.0042
1956.00,0.0042
1955.00,0.0043
1954.00,0.0042
1953.00,0.0042
1952.00,0.0041
1951.00,0.0042
1950.00,0.0042
1949.00,0.0042
1948.00,0.0041
1947.00,0.0040
1946.00,0.0040
1945.00,0.0040
1944.00,0.0040
1943.00,0.0040
1942.00,0.0040
1941.00,0.0039
1940.00,0.0039
1939.00,0.0040
1938.00,0.0040
1937.00,0.0039
1936.00,0.0040
1935.00,0.0040
1934.00,0.0040
1933.00,0.0040
1932.00,0.0040
1931.00,0.0040
1930.00,0.0039
1929.00,0.0039
1928.00,0.0040
1927.00,0.0040
1926.00,0.0040
1925.00,0.0041
1924.00,0.0041
1923.00,0.0041
1922.00,0.0040
1921.00,0.0039
1920.00,0.0039
1919.00,0.0040
1918.00,0.0040
1917.00,0.0040
1916.00,0.0040
1915.00,0.0040
1914.00,0.0040
1913.00,0.0040
1912.00,0.0040
1911.00,0.0040
1910.00,0.0040
1909.00,0.0040
1908.00,0.0039
1907.00,0.0039
1906.00,0.0039
1905.00,0.0040
1904.00,0.0040
1903.00,0.0040
1902.00,0.0040
1901.00,0.0039
1900.00,0.0039
1899.00,0.0039
1898.00,0.0039
1897.00,0.0039
1896.00,0.0039
1895.00,0.0040
1894.00,0.0040
1893.00,0.0040
1892.00,0.0040
1891.00,0.0040
1890.00,0.0040
1889.00,0.0040
1888.00,0.0040
1887.00,0.0039
1886.00,0.0039
1885.00,0.0039
1884.00,0.0039
1883.00,0.0039
1882.00,0.0039
1881.00,0.0039
1880.00,0.0039
1879.00,0.0039
1878.00,0.0039
1877.00,0.0039
1876.00,0.0038
1875.00,0.0038
1874.00,0.0038
1873.00,0.0038
1872.00,0.0038
1871.00,0.0038
1870.00,0.0038
1869.00,0.0038
1868.00,0.0038
1867.00,0.0038
1866.00,0.0037
1865.00,0.0037
1864.00,0.0037
1863.00,0.0038
1862.00,0.0038
1861.00,0.0038
1860.00,0.0038
1859.00,0.0038
1858.00,0.0038
1857.00,0.0038
1856.00,0.0038
1855.00,0.0038
1854.00,0.0038
1853.00,0.0038
1852.00,0.0038
1851.00,0.0038
1850.00,0.0037
1849.00,0.0037
1848.00,0.0037
1847.00,0.0037
1846.00,0.0037
1845.00,0.0036
1844.00,0.0036
1843.00,0.0036
1842.00,0.0036
1841.00,0.0036
1840.00,0.0036
1839.00,0.0036
1838.00,0.0037
1837.00,0.0036
1836.00,0.0036
1835.00,0.0037
1834.00,0.0037
1833.00,0.0037
1832.00,0.0038
1831.00,0.0039
1830.00,0.0039
1829.00,0.0038
1828.00,0.0038
1827.00,0.0038
1826.00,0.0038
1825.00,0.0038
1824.00,0.0037
1823.00,0.0037
1822.00,0.0036
1821.00,0.0036
1820.00,0.0036
1819.00,0.0036
1818.00,0.0036
1817.00,0.0036
1816.00,0.0036
1815.00,0.0037
1814.00,0.0037
1813.00,0.0037
1812.00,0.0037
1811.00,0.0037
1810.00,0.0037
1809.00,0.0036
1808.00,0.0036
1807.00,0.0036
1806.00,0.0036
1805.00,0.0036
1804.00,0.0036
1803.00,0.0036
1802.00,0.0036
1801.00,0.0036
1800.00,0.0036
1799.00,0.0036
1798.00,0.0036
1797.00,0.0035
1796.00,0.0035
1795.00,0.0035
1794.00,0.0035
1793.00,0.0034
1792.00,0.0034
1791.00,0.0035
1790.00,0.0035
1789.00,0.0034
1788.00,0.0035
1787.00,0.0035
1786.00,0.0035
1785.00,0.0035
1784.00,0.0035
1783.00,0.0036
1782.00,0.0036
1781.00,0.0036
1780.00,0.0036
1779.00,0.0035
1778.00,0.0035
1777.00,0.0035
1776.00,0.0035
1775.00,0.0035
1774.00,0.0036
1773.00,0.0036
1772.00,0.0035
1771.00,0.0035
1770.00,0.0035
1769.00,0.0034
1768.00,0.0033
1767.00,0.0033
1766.00,0.0033
1765.00,0.0033
1764.00,0.0033
1763.00,0.0033
1762.00,0.0033
1761.00,0.0033
1760.00,0.0033
1759.00,0.0033
1758.00,0.0033
1757.00,0.0032
1756.00,0.0032
1755.00,0.0032
1754.00,0.0032
1753.00,0.0032
1752.00,0.0032
1751.00,0.0032
1750.00,0.0032
1749.00,0.0032
1748.00,0.0032
1747.00,0.0032
1746.00,0.0032
1745.00,0.0032
1744.00,0.0033
1743.00,0.0033
1742.00,0.0033
1741.00,0.0033
1740.00,0.0033
1739.00,0.0032
1738.00,0.0032
1737.00,0.0032
1736.00,0.0032
1735.00,0.0031
1734.00,0.0030
1733.00,0.0030
1732.00,0.0031
1731.00,0.0032
1730.00,0.0033
1729.00,0.0033
1728.00,0.0033
1727.00,0.0033
1726.00,0.0033
1725.00,0.0033
1724.00,0.0033
1723.00,0.0033
1722.00,0.0033
1721.00,0.0033
1720.00,0.0035
1719.00,0.0036
1718.00,0.0036
1717.00,0.0033
1716.00,0.0032
1715.00,0.0032
1714.00,0.0032
1713.00,0.0032
1712.00,0.0033
1711.00,0.0034
1710.00,0.0034
1709.00,0.0035
1708.00,0.0036
1707.00,0.0038
1706.00,0.0039
1705.00,0.0039
1704.00,0.0040
1703.00,0.0041
1702.00,0.0041
1701.00,0.0042
1700.00,0.0044
1699.00,0.0046
1698.00,0.0048
1697.00,0.0049
1696.00,0.0051
1695.00,0.0054
1694.00,0.0056
1693.00,0.0057
1692.00,0.0058
1691.00,0.0061
1690.00,0.0064
1689.00,0.0068
1688.00,0.0072
1687.00,0.0077
1686.00,0.0083
1685.00,0.0093
1684.00,0.0110
1683.00,0.0127
1682.00,0.0140
1681.00,0.0153
1680.00,0.0168
1679.00,0.0183
1678.00,0.0195
1677.00,0.0201
1676.00,0.0203
1675.00,0.0201
1674.00,0.0196
1673.00,0.0189
1672.00,0.0180
1671.00,0.0172
1670.00,0.0165
1669.00,0.0161
1668.00,0.0159
1667.00,0.0158
1666.00,0.0156
1665.00,0.0156
1664.00,0.0157
1663.00,0.0160
1662.00,0.0166
1661.00,0.0171
1660.00,0.0176
1659.00,0.0180
1658.00,0.0185
1657.00,0.0189
1656.00,0.0194
1655.00,0.0199
1654.00,0.0211
1653.00,0.0233
1652.00,0.0253
1651.00,0.0259
1650.00,0.0258
1649.00,0.0256
1648.00,0.0260
1647.00,0.0271
1646.00,0.0288
1645.00,0.0302
1644.00,0.0312
1643.00,0.0319
1642.00,0.0327
1641.00,0.0336
1640.00,0.0345
1639.00,0.0354
1638.00,0.0361
1637.00,0.0372
1636.00,0.0392
1635.00,0.0419
1634.00,0.0439
1633.00,0.0449
1632.00,0.0455
1631.00,0.0461
1630.00,0.0471
1629.00,0.0485
1628.00,0.0503
1627.00,0.0521
1626.00,0.0534
1625.00,0.0543
1624.00,0.0553
1623.00,0.0566
1622.00,0.0576
1621.00,0.0576
1620.00,0.0568
1619.00,0.0556
1618.00,0.0544
1617.00,0.0534
1616.00,0.0527
1615.00,0.0518
1614.00,0.0503
1613.00,0.0485
1612.00,0.0465
1611.00,0.0446
1610.00,0.0427
1609.00,0.0409
1608.00,0.0390
1607.00,0.0372
1606.00,0.0354
1605.00,0.0336
1604.00,0.0319
1603.00,0.0303
1602.00,0.0288
1601.00,0.0273
1600.00,0.0260
1599.00,0.0248
1598.00,0.0237
1597.00,0.0226
1596.00,0.0216
1595.00,0.0207
1594.00,0.0198
1593.00,0.0191
1592.00,0.0183
1591.00,0.0176
1590.00,0.0171
1589.00,0.0165
1588.00,0.0160
1587.00,0.0155
1586.00,0.0152
1585.00,0.0148
1584.00,0.0145
1583.00,0.0142
1582.00,0.0140
1581.00,0.0138
1580.00,0.0137
1579.00,0.0136
1578.00,0.0136
1577.00,0.0137
1576.00,0.0139
1575.00,0.0141
1574.00,0.0143
1573.00,0.0144
1572.00,0.0144
1571.00,0.0146
1570.00,0.0152
1569.00,0.0160
1568.00,0.0166
1567.00,0.0171
1566.00,0.0176
1565.00,0.0183
1564.00,0.0190
1563.00,0.0196
1562.00,0.0201
1561.00,0.0205
1560.00,0.0215
1559.00,0.0234
1558.00,0.0257
1557.00,0.0267
1556.00,0.0268
1555.00,0.0270
1554.00,0.0275
1553.00,0.0282
1552.00,0.0287
1551.00,0.0292
1550.00,0.0298
1549.00,0.0304
1548.00,0.0308
1547.00,0.0309
1546.00,0.0310
1545.00,0.0311
1544.00,0.0313
1543.00,0.0314
1542.00,0.0313
1541.00,0.0316
1540.00,0.0323
1539.00,0.0330
1538.00,0.0330
1537.00,0.0323
1536.00,0.0313
1535.00,0.0304
1534.00,0.0297
1533.00,0.0294
1532.00,0.0290
1531.00,0.0284
1530.00,0.0276
1529.00,0.0268
1528.00,0.0260
1527.00,0.0253
1526.00,0.0246
1525.00,0.0240
1524.00,0.0234
1523.00,0.0228
1522.00,0.0222
1521.00,0.0217
1520.00,0.0214
1519.00,0.0211
1518.00,0.0205
1517.00,0.0200
1516.00,0.0195
1515.00,0.0190
1514.00,0.0185
1513.00,0.0180
1512.00,0.0176
1511.00,0.0173
1510.00,0.0170
1509.00,0.0166
1508.00,0.0163
1507.00,0.0161
1506.00,0.0161
1505.00,0.0160
1504.00,0.0156
1503.00,0.0152
1502.00,0.0148
1501.00,0.0145
1500.00,0.0143
1499.00,0.0141
1498.00,0.0140
1497.00,0.0138
1496.00,0.0137
1495.00,0.0136
1494.00,0.0135
1493.00,0.0133
1492.00,0.0131
1491.00,0.0130
1490.00,0.0129
1489.00,0.0128
1488.00,0.0127
1487.00,0.0127
1486.00,0.0126
1485.00,0.0125
1484.00,0.0124
1483.00,0.0124
1482.00,0.0123
1481.00,0.0122
1480.00,0.0122
1479.00,0.0122
1478.00,0.0122
1477.00,0.0122
1476.00,0.0122
1475.00,0.0122
1474.00,0.0121
1473.00,0.0122
1472.00,0.0125
1471.00,0.0128
1470.00,0.0130
1469.00,0.0131
1468.00,0.0131
1467.00,0.0132
1466.00,0.0134
1465.00,0.0136
1464.00,0.0138
1463.00,0.0140
1462.00,0.0140
1461.00,0.0140
1460.00,0.0140
1459.00,0.0140
1458.00,0.0140
1457.00,0.0141
1456.00,0.0144
1455.00,0.0147
1454.00,0.0147
1453.00,0.0146
1452.00,0.0145
1451.00,0.0144
1450.00,0.0143
1449.00,0.0142
1448.00,0.0140
1447.00,0.0140
1446.00,0.0139
1445.00,0.0139
1444.00,0.0138
1443.00,0.0138
1442.00,0.0138
1441.00,0.0139
1440.00,0.0138
1439.00,0.0138
1438.00,0.0139
1437.00,0.0140
1436.00,0.0144
1435.00,0.0147
1434.00,0.0150
1433.00,0.0151
1432.00,0.0153
1431.00,0.0156
1430.00,0.0160
1429.00,0.0165
1428.00,0.0168
1427.00,0.0171
1426.00,0.0175
1425.00,0.0178
1424.00,0.0182
1423.00,0.0185
1422.00,0.0187
1421.00,0.0188
1420.00,0.0189
1419.00,0.0190
1418.00,0.0191
1417.00,0.0190
1416.00,0.0187
1415.00,0.0184
1414.00,0.0180
1413.00,0.0176
1412.00,0.0172
1411.00,0.0169
1410.00,0.0165
1409.00,0.0163
1408.00,0.0160
1407.00,0.0158
1406.00,0.0156
1405.00,0.0155
1404.00,0.0154
1403.00,0.0153
1402.00,0.0153
1401.00,0.0153
1400.00,0.0153
1399.00,0.0154
1398.00,0.0156
1397.00,0.0158
1396.00,0.0160
1395.00,0.0162
1394.00,0.0166
1393.00,0.0168
1392.00,0.0168
1391.00,0.0168
1390.00,0.0168
1389.00,0.0168
1388.00,0.0168
1387.00,0.0169
1386.00,0.0170
1385.00,0.0171
1384.00,0.0171
1383.00,0.0171
1382.00,0.0171
1381.00,0.0169
1380.00,0.0168
1379.00,0.0166
1378.00,0.0165
1377.00,0.0164
1376.00,0.0163
1375.00,0.0163
1374.00,0.0164
1373.00,0.0164
1372.00,0.0164
1371.00,0.0164
1370.00,0.0163
1369.00,0.0162
1368.00,0.0160
1367.00,0.0157
1366.00,0.0153
1365.00,0.0150
1364.00,0.0147
1363.00,0.0144
1362.00,0.0141
1361.00,0.0139
1360.00,0.0137
1359.00,0.0135
1358.00,0.0133
1357.00,0.0132
1356.00,0.0130
1355.00,0.0129
1354.00,0.0127
1353.00,0.0126
1352.00,0.0125
1351.00,0.0123
1350.00,0.0122
1349.00,0.0120
1348.00,0.0118
1347.00,0.0117
1346.00,0.0115
1345.00,0.0114
1344.00,0.0113
1343.00,0.0112
1342.00,0.0112
1341.00,0.0111
1340.00,0.0110
1339.00,0.0109
1338.00,0.0109
1337.00,0.0109
1336.00,0.0108
1335.00,0.0108
1334.00,0.0107
1333.00,0.0107
1332.00,0.0106
1331.00,0.0106
1330.00,0.0106
1329.00,0.0106
1328.00,0.0106
1327.00,0.0106
1326.00,0.0107
1325.00,0.0107
1324.00,0.0108
1323.00,0.0108
1322.00,0.0108
1321.00,0.0109
1320.00,0.0109
1319.00,0.0109
1318.00,0.0109
1317.00,0.0109
1316.00,0.0109
1315.00,0.0108
1314.00,0.0107
1313.00,0.0107
1312.00,0.0106
1311.00,0.0105
1310.00,0.0104
1309.00,0.0103
1308.00,0.0103
1307.00,0.0102
1306.00,0.0103
1305.00,0.0103
1304.00,0.0104
1303.00,0.0105
1302.00,0.0107
1301.00,0.0109
1300.00,0.0112
1299.00,0.0116
1298.00,0.0120
1297.00,0.0124
1296.00,0.0128
1295.00,0.0131
1294.00,0.0134
1293.00,0.0137
1292.00,0.0138
1291.00,0.0138
1290.00,0.0138
1289.00,0.0138
1288.00,0.0137
1287.00,0.0136
1286.00,0.0135
1285.00,0.0134
1284.00,0.0133
1283.00,0.0132
1282.00,0.0130
1281.00,0.0129
1280.00,0.0128
1279.00,0.0127
1278.00,0.0126
1277.00,0.0125
1276.00,0.0123
1275.00,0.0122
1274.00,0.0121
1273.00,0.0119
1272.00,0.0117
1271.00,0.0115
1270.00,0.0113
1269.00,0.0111
1268.00,0.0109
1267.00,0.0107
1266.00,0.0106
1265.00,0.0105
1264.00,0.0104
1263.00,0.0104
1262.00,0.0103
1261.00,0.0103
1260.00,0.0103
1259.00,0.0102
1258.00,0.0102
1257.00,0.0102
1256.00,0.0102
1255.00,0.0101
1254.00,0.0101
1253.00,0.0100
1252.00,0.0099
1251.00,0.0099
1250.00,0.0099
1249.00,0.0099
1248.00,0.0099
1247.00,0.0099
1246.00,0.0100
1245.00,0.0102
1244.00,0.0103
1243.00,0.0105
1242.00,0.0108
1241.00,0.0111
1240.00,0.0113
1239.00,0.0116
1238.00,0.0118
1237.00,0.0120
1236.00,0.0121
1235.00,0.0121
1234.00,0.0121
1233.00,0.0120
1232.00,0.0119
1231.00,0.0118
1230.00,0.0117
1229.00,0.0116
1228.00,0.0115
1227.00,0.0115
1226.00,0.0115
1225.00,0.0116
1224.00,0.0117
1223.00,0.0120
1222.00,0.0123
1221.00,0.0126
1220.00,0.0130
1219.00,0.0133
1218.00,0.0136
1217.00,0.0138
1216.00,0.0138
1215.00,0.0138
1214.00,0.0137
1213.00,0.0135
1212.00,0.0132
1211.00,0.0128
1210.00,0.0125
